timestamp,log_level,Text Size (bits),SMC Ratio,SMC + Huffman Ratio,Huffman Ratio,Gzip Ratio,Zstd Ratio
2023-08-27 16:11:09,092,INFO,280,0.285714,-0.485714,-0.742857,-0.714286,-0.257143
2023-08-27 16:11:09,094,INFO,488,0.459016,0.098361,-0.295082,-0.360656,-0.147541
2023-08-27 16:11:09,095,INFO,144,0.388889,0.055556,-0.861111,-1.388889,-0.500000
2023-08-27 16:11:09,095,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,096,INFO,192,0.250000,-0.791667,-0.921875,-1.041667,-0.375000
2023-08-27 16:11:09,097,INFO,224,0.285714,-0.464286,-0.799107,-0.892857,-0.321429
2023-08-27 16:11:09,100,INFO,992,0.427419,0.032258,-0.140121,-0.032258,0.120968
2023-08-27 16:11:09,102,INFO,592,0.432432,0.054054,-0.241554,-0.256757,-0.013514
2023-08-27 16:11:09,104,INFO,328,0.341463,-0.463415,-0.817073,-0.560976,-0.219512
2023-08-27 16:11:09,106,INFO,648,0.432099,0.234568,-0.183642,-0.172840,0.024691
2023-08-27 16:11:09,109,INFO,936,0.512821,0.358974,-0.020299,-0.008547,0.153846
2023-08-27 16:11:09,111,INFO,416,0.480769,0.192308,-0.396635,-0.442308,-0.173077
2023-08-27 16:11:09,114,INFO,928,0.482759,0.241379,-0.078664,-0.017241,0.137931
2023-08-27 16:11:09,117,INFO,984,0.552846,0.406504,-0.115854,-0.016260,0.138211
2023-08-27 16:11:09,119,INFO,584,0.465753,0.164384,-0.282534,-0.260274,-0.013699
2023-08-27 16:11:09,121,INFO,600,0.480000,0.253333,-0.260000,-0.240000,-0.013333
2023-08-27 16:11:09,123,INFO,464,0.465517,0.120690,-0.622845,-0.379310,-0.155172
2023-08-27 16:11:09,124,INFO,328,0.317073,-0.317073,-0.515244,-0.609756,-0.219512
2023-08-27 16:11:09,126,INFO,584,0.493151,0.191781,-0.248288,-0.246575,-0.013699
2023-08-27 16:11:09,126,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,126,INFO,32,0.000000,-0.750000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,127,INFO,256,0.468750,0.281250,-0.546875,-0.781250,-0.281250
2023-08-27 16:11:09,129,INFO,448,0.392857,0.000000,-0.325893,-0.410714,-0.160714
2023-08-27 16:11:09,131,INFO,816,0.519608,0.333333,-0.049020,-0.078431,0.117647
2023-08-27 16:11:09,134,INFO,688,0.488372,0.360465,-0.101744,-0.116279,0.046512
2023-08-27 16:11:09,135,INFO,424,0.377358,0.056604,-0.377358,-0.471698,-0.169811
2023-08-27 16:11:09,138,INFO,1024,0.539062,0.453125,-0.005859,0.039062,0.156250
2023-08-27 16:11:09,141,INFO,984,0.439024,0.170732,0.011179,0.016260,0.186992
2023-08-27 16:11:09,144,INFO,600,0.506667,0.400000,-0.111667,-0.200000,0.040000
2023-08-27 16:11:09,147,INFO,1016,0.519685,0.464567,0.090551,0.086614,0.204724
2023-08-27 16:11:09,149,INFO,552,0.521739,0.347826,-0.318841,-0.275362,-0.014493
2023-08-27 16:11:09,151,INFO,736,0.478261,0.250000,-0.108696,-0.097826,0.086957
2023-08-27 16:11:09,152,INFO,192,0.416667,0.083333,-0.927083,-1.041667,-0.375000
2023-08-27 16:11:09,154,INFO,680,0.541176,0.341176,-0.220588,-0.164706,0.035294
2023-08-27 16:11:09,154,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,155,INFO,96,-0.083333,-0.666667,-0.385417,-1.750000,-0.750000
2023-08-27 16:11:09,156,INFO,240,0.366667,0.033333,-0.462500,-0.700000,-0.300000
2023-08-27 16:11:09,158,INFO,480,0.383333,-0.083333,-0.531250,-0.333333,-0.150000
2023-08-27 16:11:09,161,INFO,872,0.532110,0.394495,-0.110092,-0.055046,0.110092
2023-08-27 16:11:09,162,INFO,320,0.350000,-0.325000,-0.721875,-0.625000,-0.225000
2023-08-27 16:11:09,164,INFO,752,0.500000,0.159574,-0.242021,-0.127660,0.021277
2023-08-27 16:11:09,166,INFO,504,0.492063,0.285714,-0.279762,-0.333333,-0.142857
2023-08-27 16:11:09,166,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,167,INFO,144,0.333333,-0.444444,-0.993056,-1.388889,-0.500000
2023-08-27 16:11:09,170,INFO,240,0.266667,-0.166667,-0.450000,-0.833333,-0.300000
2023-08-27 16:11:09,172,INFO,600,0.453333,0.133333,-0.195000,-0.213333,-0.013333
2023-08-27 16:11:09,177,INFO,1072,0.447761,0.149254,-0.046642,0.037313,0.156716
2023-08-27 16:11:09,180,INFO,744,0.516129,0.365591,-0.159946,-0.118280,0.043011
2023-08-27 16:11:09,183,INFO,464,0.568966,0.362069,-0.346983,-0.275862,-0.155172
2023-08-27 16:11:09,184,INFO,584,0.630137,0.506849,-0.280822,-0.232877,-0.013699
2023-08-27 16:11:09,186,INFO,712,0.561798,0.382022,-0.102528,-0.112360,0.067416
2023-08-27 16:11:09,188,INFO,368,0.500000,0.282609,-0.567935,-0.543478,-0.195652
2023-08-27 16:11:09,190,INFO,600,0.493333,0.293333,-0.301667,-0.253333,-0.040000
2023-08-27 16:11:09,193,INFO,888,0.531532,0.441441,-0.019144,-0.018018,0.153153
2023-08-27 16:11:09,195,INFO,520,0.538462,0.338462,-0.253846,-0.338462,-0.046154
2023-08-27 16:11:09,196,INFO,416,0.403846,-0.134615,-0.500000,-0.461538,-0.173077
2023-08-27 16:11:09,198,INFO,280,0.342857,-0.285714,-0.746429,-0.714286,-0.257143
2023-08-27 16:11:09,199,INFO,240,0.266667,-0.566667,-0.708333,-0.833333,-0.300000
2023-08-27 16:11:09,199,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,199,INFO,64,0.125000,-1.125000,-1.500000,-3.125000,-1.125000
2023-08-27 16:11:09,201,INFO,272,0.500000,0.264706,-0.856618,-0.735294,-0.264706
2023-08-27 16:11:09,204,INFO,816,0.490196,0.333333,-0.067402,-0.039216,0.107843
2023-08-27 16:11:09,204,INFO,88,-0.090909,-1.181818,-0.931818,-2.272727,-0.818182
2023-08-27 16:11:09,205,INFO,320,0.475000,0.175000,-0.453125,-0.625000,-0.225000
