timestamp,log_level,Text Size (bits),SMC Ratio,SMC + Huffman Ratio,Huffman Ratio,Gzip Ratio,Zstd Ratio
2023-08-27 16:11:09,207,INFO,464,0.534483,0.293103,-0.338362,-0.379310,-0.155172
2023-08-27 16:11:09,208,INFO,168,0.476190,0.142857,-0.767857,-1.190476,-0.428571
2023-08-27 16:11:09,210,INFO,480,0.483333,0.300000,-0.270833,-0.233333,-0.150000
2023-08-27 16:11:09,211,INFO,464,0.517241,0.310345,-0.394397,-0.362069,-0.155172
2023-08-27 16:11:09,213,INFO,520,0.446154,0.230769,-0.132692,-0.276923,-0.138462
2023-08-27 16:11:09,215,INFO,280,0.514286,0.257143,-0.671429,-0.714286,-0.257143
2023-08-27 16:11:09,216,INFO,296,0.486486,0.108108,-0.341216,-0.675676,-0.243243
2023-08-27 16:11:09,216,INFO,136,0.470588,-0.058824,-1.227941,-1.470588,-0.529412
2023-08-27 16:11:09,217,INFO,136,0.588235,0.294118,-0.794118,-1.470588,-0.529412
2023-08-27 16:11:09,218,INFO,256,0.437500,0.250000,-0.308594,-0.718750,-0.281250
2023-08-27 16:11:09,220,INFO,504,0.507937,0.301587,-0.279762,-0.333333,-0.142857
2023-08-27 16:11:09,221,INFO,48,0.166667,-0.500000,-1.145833,-4.166667,-1.500000
2023-08-27 16:11:09,221,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,222,INFO,360,0.466667,0.133333,-0.477778,-0.555556,-0.200000
2023-08-27 16:11:09,224,INFO,640,0.487500,0.150000,-0.285938,-0.225000,-0.012500
2023-08-27 16:11:09,227,INFO,624,0.435897,0.115385,-0.190705,-0.205128,0.012821
2023-08-27 16:11:09,232,INFO,2272,0.584507,0.492958,0.231514,0.285211,0.323944
2023-08-27 16:11:09,235,INFO,880,0.518182,0.381818,-0.079545,-0.018182,0.127273
2023-08-27 16:11:09,236,INFO,384,0.479167,0.312500,-0.414062,-0.458333,-0.187500
2023-08-27 16:11:09,239,INFO,768,0.520833,0.343750,-0.095052,-0.072917,0.083333
2023-08-27 16:11:09,240,INFO,128,0.500000,0.062500,-1.031250,-1.562500,-0.562500
2023-08-27 16:11:09,241,INFO,472,0.610169,0.525424,-0.237288,-0.322034,-0.152542
2023-08-27 16:11:09,244,INFO,696,0.471264,0.264368,-0.149425,-0.149425,0.045977
2023-08-27 16:11:09,245,INFO,472,0.457627,-0.033898,-0.508475,-0.423729,-0.152542
2023-08-27 16:11:09,248,INFO,696,0.494253,0.264368,-0.153736,-0.080460,0.091954
2023-08-27 16:11:09,249,INFO,360,0.444444,0.133333,-0.472222,-0.533333,-0.200000
2023-08-27 16:11:09,250,INFO,320,0.325000,-0.275000,-0.596875,-0.575000,-0.225000
2023-08-27 16:11:09,252,INFO,352,0.454545,0.227273,-0.491477,-0.568182,-0.204545
2023-08-27 16:11:09,252,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,253,INFO,128,0.437500,-0.250000,-1.023438,-1.562500,-0.562500
2023-08-27 16:11:09,253,INFO,192,0.416667,-0.083333,-0.916667,-1.041667,-0.375000
2023-08-27 16:11:09,255,INFO,440,0.490909,0.254545,-0.393182,-0.454545,-0.163636
2023-08-27 16:11:09,258,INFO,952,0.453782,0.226891,-0.038866,-0.016807,0.126050
2023-08-27 16:11:09,260,INFO,544,0.397059,0.000000,-0.305147,-0.323529,-0.044118
2023-08-27 16:11:09,264,INFO,1256,0.503185,0.343949,0.043790,0.095541,0.210191
2023-08-27 16:11:09,264,INFO,8,-1.000000,-4.000000,-2.750000,-25.000000,-9.000000
2023-08-27 16:11:09,265,INFO,184,0.391304,-0.043478,-1.195652,-1.086957,-0.391304
2023-08-27 16:11:09,267,INFO,768,0.406250,0.072917,-0.248698,-0.093750,0.031250
2023-08-27 16:11:09,270,INFO,880,0.436364,0.272727,-0.051136,-0.009091,0.109091
2023-08-27 16:11:09,273,INFO,832,0.538462,0.451923,-0.004808,-0.028846,0.144231
2023-08-27 16:11:09,276,INFO,936,0.401709,0.042735,-0.115385,-0.034188,0.119658
2023-08-27 16:11:09,276,INFO,8,-1.000000,-4.000000,-2.750000,-25.000000,-9.000000
2023-08-27 16:11:09,276,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,278,INFO,464,0.362069,-0.120690,-0.528017,-0.413793,-0.155172
2023-08-27 16:11:09,280,INFO,424,0.471698,0.000000,-0.582547,-0.471698,-0.169811
2023-08-27 16:11:09,283,INFO,984,0.495935,0.276423,-0.090447,0.008130,0.121951
2023-08-27 16:11:09,288,INFO,1736,0.465438,0.267281,0.119240,0.198157,0.276498
2023-08-27 16:11:09,290,INFO,800,0.550000,0.440000,-0.107500,-0.040000,0.080000
2023-08-27 16:11:09,292,INFO,752,0.457447,0.106383,-0.183511,-0.117021,0.053191
2023-08-27 16:11:09,297,INFO,1416,0.463277,0.197740,0.064266,0.135593,0.242938
2023-08-27 16:11:09,299,INFO,672,0.464286,0.107143,-0.242560,-0.190476,0.035714
2023-08-27 16:11:09,300,INFO,320,0.550000,0.250000,-0.478125,-0.575000,-0.225000
2023-08-27 16:11:09,303,INFO,936,0.435897,0.059829,-0.222222,-0.059829,0.068376
2023-08-27 16:11:09,308,INFO,1368,0.479532,0.280702,0.054825,0.128655,0.222222
2023-08-27 16:11:09,313,INFO,1688,0.516588,0.393365,0.131517,0.213270,0.279621
2023-08-27 16:11:09,314,INFO,560,0.457143,0.057143,-0.275000,-0.285714,-0.042857
2023-08-27 16:11:09,320,INFO,2040,0.525490,0.368627,0.176471,0.231373,0.286275
2023-08-27 16:11:09,323,INFO,880,0.536364,0.363636,-0.035227,-0.054545,0.136364
2023-08-27 16:11:09,325,INFO,544,0.470588,0.044118,-0.305147,-0.323529,-0.044118
2023-08-27 16:11:09,329,INFO,1472,0.456522,0.266304,0.078125,0.146739,0.233696
2023-08-27 16:11:09,330,INFO,288,0.361111,-0.194444,-0.701389,-0.694444,-0.250000
2023-08-27 16:11:09,331,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,331,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,332,INFO,176,0.363636,-0.318182,-1.051136,-1.136364,-0.409091
2023-08-27 16:11:09,332,INFO,160,0.500000,0.050000,-0.968750,-1.250000,-0.450000
2023-08-27 16:11:09,335,INFO,544,0.441176,0.161765,-0.261029,-0.308824,-0.029412
2023-08-27 16:11:09,335,INFO,144,0.500000,0.111111,-0.861111,-1.388889,-0.500000
2023-08-27 16:11:09,337,INFO,528,0.181818,-0.515152,-0.458333,-0.378788,-0.136364
2023-08-27 16:11:09,337,INFO,168,0.476190,0.142857,-0.761905,-1.190476,-0.428571
2023-08-27 16:11:09,339,INFO,416,0.461538,-0.096154,-0.502404,-0.480769,-0.173077
2023-08-27 16:11:09,340,INFO,232,0.482759,0.000000,-0.836207,-0.862069,-0.310345
2023-08-27 16:11:09,341,INFO,208,0.307692,-0.461538,-0.798077,-0.884615,-0.346154
2023-08-27 16:11:09,342,INFO,304,0.526316,0.342105,-0.644737,-0.605263,-0.236842
2023-08-27 16:11:09,344,INFO,480,0.433333,0.066667,-0.262500,-0.316667,-0.150000
2023-08-27 16:11:09,344,INFO,168,0.333333,0.047619,-0.666667,-1.190476,-0.428571
2023-08-27 16:11:09,346,INFO,440,0.400000,-0.072727,-0.638636,-0.454545,-0.163636
2023-08-27 16:11:09,348,INFO,568,0.436620,0.014085,-0.345070,-0.295775,-0.056338
2023-08-27 16:11:09,350,INFO,632,0.544304,0.316456,-0.302215,-0.227848,-0.012658
2023-08-27 16:11:09,351,INFO,224,0.428571,-0.071429,-0.709821,-0.892857,-0.321429
2023-08-27 16:11:09,351,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,351,INFO,48,-0.166667,-1.500000,-1.145833,-4.166667,-1.500000
2023-08-27 16:11:09,352,INFO,256,0.531250,0.156250,-0.628906,-0.781250,-0.281250
2023-08-27 16:11:09,355,INFO,840,0.495238,0.266667,-0.134524,-0.076190,0.104762
2023-08-27 16:11:09,357,INFO,480,0.466667,0.100000,-0.452083,-0.350000,-0.150000
2023-08-27 16:11:09,359,INFO,760,0.515789,0.168421,-0.292105,-0.136842,0.031579
2023-08-27 16:11:09,362,INFO,1096,0.605839,0.394161,-0.007299,0.058394,0.182482
2023-08-27 16:11:09,363,INFO,328,0.341463,-0.341463,-0.710366,-0.609756,-0.219512
2023-08-27 16:11:09,366,INFO,840,0.485714,0.247619,-0.136905,-0.085714,0.085714
2023-08-27 16:11:09,369,INFO,864,0.564815,0.398148,-0.091435,-0.027778,0.120370
2023-08-27 16:11:09,372,INFO,1016,0.488189,0.228346,-0.071850,-0.007874,0.141732
2023-08-27 16:11:09,372,INFO,32,0.000000,-0.750000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,377,INFO,1488,0.526882,0.322581,0.051075,0.155914,0.231183
2023-08-27 16:11:09,378,INFO,392,0.510204,0.142857,-0.510204,-0.469388,-0.183673
2023-08-27 16:11:09,379,INFO,320,0.450000,-0.050000,-0.734375,-0.550000,-0.225000
2023-08-27 16:11:09,380,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,380,INFO,152,0.315789,-0.421053,-1.046053,-1.315789,-0.473684
2023-08-27 16:11:09,382,INFO,272,0.352941,-0.294118,-0.698529,-0.529412,-0.264706
2023-08-27 16:11:09,383,INFO,472,0.440678,0.220339,-0.281780,-0.372881,-0.152542
2023-08-27 16:11:09,384,INFO,224,0.285714,-0.321429,-0.888393,-0.892857,-0.321429
2023-08-27 16:11:09,385,INFO,184,0.173913,-0.826087,-0.983696,-1.086957,-0.391304
2023-08-27 16:11:09,388,INFO,712,0.370787,-0.056180,-0.219101,-0.168539,0.022472
2023-08-27 16:11:09,388,INFO,144,0.444444,0.055556,-0.847222,-1.388889,-0.500000
2023-08-27 16:11:09,390,INFO,408,0.294118,-0.254902,-0.460784,-0.470588,-0.176471
2023-08-27 16:11:09,391,INFO,176,0.500000,0.181818,-0.823864,-1.136364,-0.409091
2023-08-27 16:11:09,393,INFO,792,0.505051,0.373737,-0.085859,-0.070707,0.101010
2023-08-27 16:11:09,395,INFO,456,0.350877,-0.070175,-0.403509,-0.350877,-0.157895
2023-08-27 16:11:09,397,INFO,712,0.426966,0.101124,-0.213483,-0.157303,0.033708
2023-08-27 16:11:09,399,INFO,584,0.493151,0.315068,-0.164384,-0.232877,0.041096
2023-08-27 16:11:09,403,INFO,1272,0.503145,0.402516,0.069969,0.100629,0.213836
2023-08-27 16:11:09,404,INFO,56,0.000000,-0.714286,-0.857143,-3.571429,-1.285714
2023-08-27 16:11:09,404,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,405,INFO,304,0.473684,0.105263,-0.513158,-0.657895,-0.236842
2023-08-27 16:11:09,406,INFO,424,0.264151,-0.415094,-0.523585,-0.471698,-0.169811
2023-08-27 16:11:09,407,INFO,264,0.393939,-0.151515,-0.821970,-0.757576,-0.272727
2023-08-27 16:11:09,410,INFO,864,0.425926,0.037037,-0.189815,-0.101852,0.101852
2023-08-27 16:11:09,412,INFO,776,0.556701,0.360825,-0.132732,-0.092784,0.092784
2023-08-27 16:11:09,413,INFO,200,0.080000,-0.800000,-0.870000,-1.000000,-0.360000
2023-08-27 16:11:09,414,INFO,376,0.340426,-0.319149,-0.494681,-0.531915,-0.191489
2023-08-27 16:11:09,415,INFO,240,0.233333,-0.400000,-0.791667,-0.833333,-0.300000
2023-08-27 16:11:09,419,INFO,1344,0.375000,0.017857,0.006696,0.107143,0.214286
2023-08-27 16:11:09,423,INFO,1120,0.400000,0.057143,-0.023214,0.035714,0.171429
2023-08-27 16:11:09,425,INFO,544,0.426471,-0.102941,-0.420956,-0.294118,-0.132353
2023-08-27 16:11:09,427,INFO,760,0.526316,0.315789,-0.134211,-0.094737,0.052632
2023-08-27 16:11:09,428,INFO,320,0.450000,-0.125000,-0.406250,-0.575000,-0.225000
2023-08-27 16:11:09,430,INFO,376,0.425532,-0.042553,-0.539894,-0.531915,-0.191489
2023-08-27 16:11:09,433,INFO,912,0.508772,0.219298,-0.085526,-0.043860,0.131579
2023-08-27 16:11:09,433,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,434,INFO,128,0.250000,-0.875000,-1.476562,-1.562500,-0.562500
2023-08-27 16:11:09,435,INFO,224,0.392857,-0.250000,-1.071429,-0.892857,-0.321429
2023-08-27 16:11:09,436,INFO,200,0.440000,-0.080000,-1.265000,-1.000000,-0.360000
2023-08-27 16:11:09,436,INFO,248,0.580645,0.258065,-0.588710,-0.709677,-0.290323
2023-08-27 16:11:09,439,INFO,688,0.523256,0.325581,-0.136628,-0.139535,0.046512
2023-08-27 16:11:09,441,INFO,720,0.522222,0.344444,-0.137500,-0.122222,0.055556
2023-08-27 16:11:09,442,INFO,248,0.322581,-0.225806,-0.830645,-0.806452,-0.290323
2023-08-27 16:11:09,444,INFO,760,0.452632,0.010526,-0.198684,-0.126316,0.052632
2023-08-27 16:11:09,448,INFO,1176,0.482993,0.238095,0.051871,0.095238,0.190476
2023-08-27 16:11:09,451,INFO,808,0.495050,0.207921,-0.211634,-0.118812,0.079208
2023-08-27 16:11:09,453,INFO,608,0.526316,0.302632,-0.185855,-0.223684,0.026316
2023-08-27 16:11:09,456,INFO,672,0.523810,0.285714,-0.110119,-0.142857,0.035714
2023-08-27 16:11:09,458,INFO,536,0.462687,0.059701,-0.307836,-0.268657,-0.134328
2023-08-27 16:11:09,461,INFO,736,0.445652,0.184783,-0.120924,-0.108696,0.086957
2023-08-27 16:11:09,462,INFO,256,0.500000,0.187500,-0.707031,-0.781250,-0.281250
2023-08-27 16:11:09,462,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,463,INFO,240,0.466667,0.200000,-0.541667,-0.833333,-0.300000
2023-08-27 16:11:09,465,INFO,424,0.358491,-0.150943,-0.476415,-0.471698,-0.169811
2023-08-27 16:11:09,467,INFO,704,0.465909,0.227273,-0.113636,-0.113636,0.045455
2023-08-27 16:11:09,469,INFO,600,0.480000,0.320000,-0.136667,-0.186667,0.026667
2023-08-27 16:11:09,472,INFO,888,0.495495,0.234234,-0.102477,-0.036036,0.108108
2023-08-27 16:11:09,474,INFO,664,0.530120,0.373494,-0.192771,-0.168675,0.048193
2023-08-27 16:11:09,475,INFO,408,0.568627,0.470588,-0.311275,-0.392157,-0.176471
2023-08-27 16:11:09,477,INFO,312,0.461538,0.128205,-0.355769,-0.589744,-0.230769
2023-08-27 16:11:09,478,INFO,448,0.500000,0.142857,-0.573661,-0.392857,-0.160714
2023-08-27 16:11:09,480,INFO,584,0.410959,-0.109589,-0.315068,-0.273973,-0.013699
2023-08-27 16:11:09,482,INFO,448,0.375000,0.053571,-0.276786,-0.428571,-0.160714
2023-08-27 16:11:09,485,INFO,728,0.494505,0.351648,-0.104396,-0.109890,0.087912
2023-08-27 16:11:09,486,INFO,384,0.520833,0.270833,-0.356771,-0.520833,-0.187500
2023-08-27 16:11:09,487,INFO,224,0.535714,0.107143,-0.517857,-0.821429,-0.321429
2023-08-27 16:11:09,487,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,488,INFO,48,-0.166667,-1.500000,-1.145833,-4.166667,-1.500000
2023-08-27 16:11:09,488,INFO,128,0.250000,-0.750000,-1.031250,-1.562500,-0.562500
2023-08-27 16:11:09,490,INFO,704,0.500000,0.125000,-0.294034,-0.159091,0.022727
2023-08-27 16:11:09,492,INFO,320,0.350000,-0.150000,-0.540625,-0.625000,-0.225000
2023-08-27 16:11:09,494,INFO,648,0.543210,0.370370,-0.206790,-0.185185,0.024691
2023-08-27 16:11:09,495,INFO,176,0.454545,0.136364,-0.602273,-1.045455,-0.409091
2023-08-27 16:11:09,497,INFO,1056,0.537879,0.356061,0.023674,0.045455,0.181818
2023-08-27 16:11:09,499,INFO,392,0.408163,0.183673,-0.285714,-0.448980,-0.183673
2023-08-27 16:11:09,504,INFO,1560,0.553846,0.430769,0.114103,0.174359,0.246154
2023-08-27 16:11:09,505,INFO,480,0.566667,0.416667,-0.229167,-0.333333,-0.150000
2023-08-27 16:11:09,509,INFO,1072,0.447761,0.141791,-0.178172,-0.022388,0.111940
2023-08-27 16:11:09,510,INFO,312,0.435897,0.128205,-0.477564,-0.564103,-0.230769
2023-08-27 16:11:09,511,INFO,312,0.307692,-0.179487,-0.496795,-0.589744,-0.230769
2023-08-27 16:11:09,514,INFO,752,0.500000,0.265957,-0.206117,-0.127660,0.074468
2023-08-27 16:11:09,515,INFO,416,0.442308,-0.115385,-0.502404,-0.480769,-0.173077
2023-08-27 16:11:09,515,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,516,INFO,208,0.423077,-0.192308,-0.899038,-0.961538,-0.346154
2023-08-27 16:11:09,518,INFO,464,0.568966,0.465517,-0.303879,-0.396552,-0.155172
2023-08-27 16:11:09,518,INFO,40,-0.200000,-2.000000,-1.500000,-5.000000,-1.800000
2023-08-27 16:11:09,519,INFO,168,0.523810,0.190476,-0.785714,-1.190476,-0.428571
2023-08-27 16:11:09,521,INFO,624,0.564103,0.487179,-0.062500,-0.153846,0.051282
2023-08-27 16:11:09,522,INFO,320,0.400000,0.275000,-0.200000,-0.400000,-0.225000
2023-08-27 16:11:09,523,INFO,40,0.200000,-0.400000,-0.625000,-5.000000,-1.800000
2023-08-27 16:11:09,524,INFO,488,0.540984,0.393443,-0.295082,-0.278689,-0.147541
2023-08-27 16:11:09,526,INFO,512,0.406250,-0.031250,-0.435547,-0.343750,-0.140625
2023-08-27 16:11:09,527,INFO,280,0.542857,0.200000,-0.535714,-0.714286,-0.257143
2023-08-27 16:11:09,528,INFO,224,0.500000,0.250000,-0.803571,-0.892857,-0.321429
2023-08-27 16:11:09,529,INFO,200,0.480000,0.080000,-0.870000,-1.000000,-0.360000
2023-08-27 16:11:09,530,INFO,120,0.333333,-0.066667,-0.825000,-1.666667,-0.600000
2023-08-27 16:11:09,531,INFO,400,0.600000,0.480000,-0.275000,-0.440000,-0.180000
2023-08-27 16:11:09,534,INFO,1216,0.539474,0.427632,0.132401,0.171053,0.269737
2023-08-27 16:11:09,534,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,536,INFO,264,0.303030,-0.303030,-0.666667,-0.757576,-0.272727
2023-08-27 16:11:09,537,INFO,464,0.396552,-0.034483,-0.433190,-0.327586,-0.155172
2023-08-27 16:11:09,539,INFO,496,0.451613,-0.048387,-0.508065,-0.354839,-0.145161
2023-08-27 16:11:09,540,INFO,344,0.488372,0.302326,-0.447674,-0.534884,-0.209302
2023-08-27 16:11:09,543,INFO,728,0.483516,0.340659,-0.134615,-0.098901,0.065934
2023-08-27 16:11:09,544,INFO,296,0.513514,0.270270,-0.614865,-0.675676,-0.243243
2023-08-27 16:11:09,547,INFO,1112,0.618705,0.582734,0.125000,0.122302,0.223022
2023-08-27 16:11:09,549,INFO,744,0.516129,0.354839,-0.161290,-0.107527,0.021505
2023-08-27 16:11:09,553,INFO,1128,0.496454,0.375887,0.005319,0.056738,0.177305
2023-08-27 16:11:09,555,INFO,352,0.454545,0.136364,-0.613636,-0.522727,-0.204545
2023-08-27 16:11:09,558,INFO,824,0.504854,0.407767,-0.076456,-0.038835,0.106796
2023-08-27 16:11:09,559,INFO,384,0.562500,0.375000,-0.421875,-0.437500,-0.187500
2023-08-27 16:11:09,561,INFO,568,0.549296,0.422535,-0.271127,-0.253521,-0.042254
2023-08-27 16:11:09,562,INFO,400,0.480000,0.240000,-0.322500,-0.460000,-0.180000
2023-08-27 16:11:09,563,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,564,INFO,400,0.520000,0.360000,-0.425000,-0.500000,-0.180000
2023-08-27 16:11:09,565,INFO,280,0.457143,-0.057143,-0.671429,-0.714286,-0.257143
2023-08-27 16:11:09,567,INFO,440,0.545455,0.363636,-0.350000,-0.436364,-0.163636
2023-08-27 16:11:09,568,INFO,280,0.342857,-0.400000,-0.667857,-0.714286,-0.257143
2023-08-27 16:11:09,569,INFO,384,0.479167,0.333333,-0.419271,-0.354167,-0.187500
2023-08-27 16:11:09,572,INFO,808,0.495050,0.267327,-0.154703,-0.069307,0.099010
2023-08-27 16:11:09,573,INFO,432,0.500000,0.203704,-0.506944,-0.425926,-0.166667
2023-08-27 16:11:09,575,INFO,720,0.544444,0.344444,-0.079167,-0.100000,0.100000
2023-08-27 16:11:09,577,INFO,328,0.439024,0.195122,-0.375000,-0.609756,-0.219512
2023-08-27 16:11:09,578,INFO,328,0.268293,-0.048780,-0.423780,-0.439024,-0.219512
2023-08-27 16:11:09,579,INFO,224,0.464286,0.035714,-0.799107,-0.892857,-0.321429
2023-08-27 16:11:09,581,INFO,712,0.415730,0.157303,-0.169944,-0.134831,0.067416
2023-08-27 16:11:09,583,INFO,728,0.483516,0.208791,-0.119505,-0.131868,0.043956
2023-08-27 16:11:09,583,INFO,160,0.350000,-0.350000,-0.837500,-1.250000,-0.450000
2023-08-27 16:11:09,584,INFO,280,0.485714,0.200000,-0.600000,-0.657143,-0.257143
2023-08-27 16:11:09,585,INFO,192,0.250000,-0.541667,-0.708333,-1.041667,-0.375000
2023-08-27 16:11:09,587,INFO,568,0.507042,0.338028,-0.216549,-0.239437,-0.028169
2023-08-27 16:11:09,590,INFO,792,0.282828,-0.272727,-0.323232,-0.131313,0.020202
2023-08-27 16:11:09,592,INFO,576,0.430556,0.236111,-0.335069,-0.277778,-0.027778
2023-08-27 16:11:09,593,INFO,176,0.318182,-0.045455,-0.818182,-1.136364,-0.409091
2023-08-27 16:11:09,594,INFO,200,0.400000,-0.200000,-1.070000,-1.000000,-0.360000
2023-08-27 16:11:09,598,INFO,1640,0.448780,0.195122,0.110976,0.170732,0.253659
2023-08-27 16:11:09,602,INFO,1152,0.534722,0.347222,-0.049479,0.048611,0.152778
2023-08-27 16:11:09,604,INFO,728,0.450549,-0.021978,-0.292582,-0.175824,0.021978
2023-08-27 16:11:09,607,INFO,600,0.413333,-0.053333,-0.331667,-0.280000,-0.026667
2023-08-27 16:11:09,609,INFO,744,0.580645,0.505376,-0.127688,-0.086022,0.075269
2023-08-27 16:11:09,610,INFO,448,0.339286,-0.267857,-0.526786,-0.446429,-0.160714
2023-08-27 16:11:09,612,INFO,480,0.583333,0.350000,-0.314583,-0.366667,-0.150000
2023-08-27 16:11:09,615,INFO,1264,0.500000,0.373418,0.074367,0.094937,0.208861
2023-08-27 16:11:09,619,INFO,1240,0.400000,0.129032,-0.037097,0.058065,0.187097
2023-08-27 16:11:09,619,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,620,INFO,184,0.391304,-0.130435,-1.086957,-1.086957,-0.391304
2023-08-27 16:11:09,621,INFO,288,0.444444,0.055556,-0.847222,-0.694444,-0.250000
2023-08-27 16:11:09,623,INFO,576,0.430556,0.083333,-0.451389,-0.305556,-0.069444
2023-08-27 16:11:09,625,INFO,560,0.514286,0.314286,-0.325000,-0.300000,-0.057143
2023-08-27 16:11:09,626,INFO,264,0.454545,0.181818,-0.583333,-0.757576,-0.272727
2023-08-27 16:11:09,628,INFO,576,0.472222,0.291667,-0.218750,-0.250000,-0.027778
2023-08-27 16:11:09,630,INFO,528,0.378788,-0.151515,-0.329545,-0.272727,-0.060606
2023-08-27 16:11:09,631,INFO,288,0.472222,0.222222,-0.631944,-0.694444,-0.250000
2023-08-27 16:11:09,634,INFO,720,0.477778,0.288889,-0.137500,-0.122222,0.055556
2023-08-27 16:11:09,636,INFO,632,0.481013,0.126582,-0.197785,-0.189873,0.025316
2023-08-27 16:11:09,636,INFO,280,0.514286,0.228571,-0.532143,-0.542857,-0.257143
2023-08-27 16:11:09,639,INFO,856,0.523364,0.383178,-0.087617,-0.037383,0.102804
2023-08-27 16:11:09,641,INFO,536,0.537313,0.388060,-0.136194,-0.253731,-0.134328
2023-08-27 16:11:09,642,INFO,264,0.393939,0.000000,-0.587121,-0.696970,-0.272727
2023-08-27 16:11:09,645,INFO,816,0.509804,0.333333,-0.098039,-0.039216,0.107843
2023-08-27 16:11:09,646,INFO,384,0.458333,0.208333,-0.468750,-0.458333,-0.187500
2023-08-27 16:11:09,647,INFO,200,0.280000,-0.480000,-0.760000,-1.000000,-0.360000
2023-08-27 16:11:09,648,INFO,64,-0.125000,-1.875000,-1.500000,-3.125000,-1.125000
2023-08-27 16:11:09,648,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,649,INFO,144,0.333333,-0.444444,-0.993056,-1.388889,-0.500000
2023-08-27 16:11:09,650,INFO,368,0.565217,0.369565,-0.456522,-0.500000,-0.195652
2023-08-27 16:11:09,650,INFO,184,0.695652,0.478261,-0.880435,-1.086957,-0.391304
2023-08-27 16:11:09,651,INFO,208,0.346154,-0.307692,-1.004808,-0.961538,-0.346154
2023-08-27 16:11:09,653,INFO,320,0.400000,0.150000,-0.465625,-0.625000,-0.225000
2023-08-27 16:11:09,654,INFO,560,0.542857,0.428571,-0.164286,-0.242857,0.000000
2023-08-27 16:11:09,656,INFO,712,0.550562,0.370787,-0.060393,-0.112360,0.089888
2023-08-27 16:11:09,659,INFO,920,0.565217,0.408696,0.048913,0.052174,0.182609
2023-08-27 16:11:09,663,INFO,1216,0.447368,0.151316,0.013158,0.085526,0.223684
2023-08-27 16:11:09,664,INFO,240,0.433333,0.133333,-0.704167,-0.833333,-0.300000
2023-08-27 16:11:09,665,INFO,232,0.448276,0.000000,-0.400862,-0.758621,-0.310345
2023-08-27 16:11:09,666,INFO,344,0.465116,0.186047,-0.581395,-0.581395,-0.209302
2023-08-27 16:11:09,667,INFO,296,0.540541,0.378378,-0.682432,-0.675676,-0.243243
2023-08-27 16:11:09,668,INFO,400,0.540000,0.380000,-0.430000,-0.500000,-0.180000
2023-08-27 16:11:09,669,INFO,32,-0.250000,-2.000000,-1.500000,-6.250000,-2.250000
2023-08-27 16:11:09,670,INFO,264,0.393939,-0.151515,-0.666667,-0.757576,-0.272727
2023-08-27 16:11:09,671,INFO,256,0.500000,0.218750,-0.785156,-0.781250,-0.281250
2023-08-27 16:11:09,673,INFO,400,0.460000,0.220000,-0.597500,-0.420000,-0.180000
2023-08-27 16:11:09,674,INFO,416,0.519231,0.365385,-0.439904,-0.423077,-0.173077
2023-08-27 16:11:09,676,INFO,704,0.488636,0.363636,-0.093750,-0.113636,0.090909
2023-08-27 16:11:09,679,INFO,872,0.504587,0.348624,-0.061927,-0.027523,0.128440
2023-08-27 16:11:09,681,INFO,800,0.580000,0.500000,-0.105000,-0.040000,0.110000
2023-08-27 16:11:09,684,INFO,736,0.586957,0.500000,-0.127717,-0.076087,0.086957
2023-08-27 16:11:09,686,INFO,640,0.450000,0.250000,-0.117188,-0.175000,0.037500
2023-08-27 16:11:09,688,INFO,720,0.500000,0.277778,-0.147222,-0.133333,0.044444
2023-08-27 16:11:09,691,INFO,592,0.554054,0.324324,-0.312500,-0.270270,-0.040541
2023-08-27 16:11:09,692,INFO,496,0.451613,0.112903,-0.368952,-0.354839,-0.145161
2023-08-27 16:11:09,694,INFO,624,0.474359,0.141026,-0.198718,-0.217949,0.025641
2023-08-27 16:11:09,695,INFO,344,0.558140,0.348837,-0.470930,-0.534884,-0.209302
